lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
5,1,139.0,8,27,4,1,0,3,0,0
62,1,115.5,9,5,4,2,1,0,3,1
50,2,189.9,6,3,4,2,1,0,5,1
56,0,85.5,9,20,3,1,0,0,0,1
23,2,139.0,9,25,4,3,2,0,0,1
6,0,65.0,12,8,2,2,0,0,0,1
201,2,96.3,10,16,4,1,2,0,0,0
54,2,143.1,4,30,4,1,1,0,0,1
11,0,67.4,1,31,4,0,2,0,0,1
1,0,109.8,8,18,3,4,0,1,0,1
125,1,76.5,8,7,4,2,2,0,0,0
7,0,80.0,3,9,2,2,0,0,0,1
47,0,60.0,11,14,3,1,2,0,3,1
59,1,87.3,8,28,4,3,2,3,0,1
36,1,67.5,2,13,4,1,1,3,0,1
1,2,80.0,8,4,4,5,1,0,0,1
39,1,142.8,3,24,4,3,0,0,0,1
12,0,71.8,3,19,3,2,2,3,0,1
3,1,102.0,1,19,4,4,0,0,3,1
72,1,68.4,3,14,4,3,1,3,0,0
51,1,92.82,3,16,4,4,0,0,0,1
45,1,94.5,4,13,4,2,0,3,0,1
47,0,106.2,4,1,4,2,1,0,3,1
8,0,112.5,2,28,4,2,2,0,3,0
19,1,118.67,10,3,4,1,2,0,0,1
31,0,85.5,10,4,3,1,0,0,0,1
11,1,156.0,6,20,4,1,1,0,3,0
44,0,67.5,2,12,4,2,0,3,0,0
40,2,85.5,9,13,4,3,2,0,0,1
76,0,130.0,5,17,2,2,0,0,0,1
50,1,74.8,11,15,4,4,0,3,0,1
70,0,86.4,3,27,4,4,2,0,4,0
47,0,109.8,8,28,4,0,1,0,0,0
174,2,126.9,9,7,4,1,0,0,0,0
18,1,97.0,3,18,4,2,0,3,0,0
35,1,135.9,8,15,4,3,1,0,0,1
37,0,67.0,3,13,2,0,1,0,0,1
2,1,91.0,2,13,4,1,0,0,0,1
92,1,90.0,1,16,4,1,1,0,0,1
4,0,92.0,8,12,4,2,0,3,0,1
23,0,85.0,10,9,3,1,2,0,0,1
34,0,108.9,10,14,4,2,0,1,0,1
37,0,65.0,5,8,2,0,1,0,0,1
21,1,95.48,10,26,4,2,0,0,0,1
7,0,65.0,8,28,2,1,0,0,0,1
19,1,117.0,10,6,4,3,0,0,3,1
68,1,71.46,10,25,4,4,0,0,3,1
5,1,152.0,4,24,4,0,2,0,3,1
18,1,128.0,6,23,4,1,0,0,3,1
55,0,126.0,8,29,4,8,3,0,3,1
4,1,92.43,12,26,4,5,2,0,3,1
5,0,47.25,8,15,3,1,2,1,0,1
26,0,78.2,11,12,3,2,2,0,3,0
23,3,129.0,9,28,4,2,0,3,0,1
55,1,84.2,3,5,4,6,2,0,3,1
89,0,85.0,9,4,3,4,2,0,0,1
12,0,77.0,1,29,4,2,2,0,0,1
30,0,85.0,10,27,3,3,0,0,0,1
40,0,74.8,12,1,4,3,1,3,0,0
52,1,84.8,2,18,4,2,0,0,0,1
2,0,65.0,12,17,2,2,0,0,0,1
1,2,79.5,12,20,4,1,0,3,0,1
6,2,105.0,9,13,4,0,1,0,0,1
14,1,85.0,2,16,4,1,0,0,0,1
25,0,78.3,1,29,4,2,0,0,0,0
21,1,129.0,10,2,4,1,2,3,0,1
35,0,67.49,9,14,4,5,2,0,0,1
29,0,96.3,10,11,4,2,2,0,0,1
12,1,129.0,2,14,4,3,2,1,0,1
21,0,92.0,11,4,3,1,0,0,3,1
22,1,141.0,6,17,4,2,0,0,0,1
164,0,105.3,7,29,4,1,0,0,0,0
5,1,68.53,5,16,4,0,1,3,0,1
11,1,110.0,11,1,2,5,1,0,2,1
4,1,144.0,5,23,3,0,1,3,0,1
128,0,137.91,8,24,4,4,1,0,5,0
0,0,71.25,12,9,4,7,4,3,0,1
49,0,106.25,5,19,3,5,2,1,0,1
32,2,88.0,12,2,4,2,0,3,0,1
49,2,113.4,10,5,4,2,0,0,0,1
61,1,76.5,7,7,4,4,0,0,0,0
73,1,60.98,12,3,4,1,0,3,0,1
128,1,118.8,9,2,4,2,1,3,0,1
38,0,96.3,10,20,4,5,0,0,0,1
15,0,138.5,10,6,4,3,0,0,0,1
209,0,168.3,7,22,4,1,0,0,5,0
192,2,107.1,9,5,4,3,1,0,0,0
87,1,183.6,9,6,4,5,2,1,3,1
59,0,75.0,11,17,3,2,0,0,0,1
7,1,126.67,10,29,4,1,2,3,0,0
10,0,129.0,10,14,3,2,1,0,0,1
12,0,80.0,1,26,2,2,0,0,0,1
11,1,81.0,2,12,4,2,1,3,0,1
62,1,105.3,7,17,4,1,2,0,0,1
0,1,149.0,6,20,4,1,1,0,3,1
15,0,78.03,9,30,4,3,0,3,0,1
253,3,89.25,9,12,4,5,2,0,0,1
50,1,75.95,1,24,4,3,2,0,0,1
8,1,95.0,4,8,4,1,0,0,0,1
152,0,132.9,6,10,4,2,1,0,3,0
102,1,108.3,5,3,4,3,0,0,0,1
192,1,137.7,8,7,4,1,2,0,3,0
30,2,130.5,4,15,4,1,0,0,0,1
164,1,96.3,7,1,4,2,0,0,0,1
64,0,65.0,2,7,3,1,2,0,0,1
19,1,58.45,11,14,4,3,1,0,0,1
36,2,116.1,5,13,4,2,1,3,0,1
155,1,137.7,7,16,4,1,1,0,3,0
27,2,88.4,11,16,4,4,0,0,0,1
72,1,81.3,3,16,4,3,0,0,0,1
0,1,90.71,9,7,4,4,1,0,0,1
8,0,119.0,9,1,4,1,0,3,0,1
19,0,96.0,9,17,4,1,0,3,0,1
3,1,65.0,3,20,2,0,2,0,0,1
1,3,167.0,6,4,4,1,1,0,3,1
4,2,120.0,11,5,4,1,0,0,0,1
59,1,68.07,12,7,4,4,0,0,0,1
36,2,125.1,3,23,4,4,2,0,3,0
12,1,147.2,9,14,4,4,1,0,3,1
58,2,138.6,6,8,4,2,0,0,0,1
46,0,75.0,11,4,3,2,0,0,0,1
150,2,135.0,10,3,4,2,1,0,0,1
1,1,0.0,10,10,4,1,1,3,0,1
46,1,128.38,11,4,4,3,2,0,0,1
78,2,86.4,11,23,4,1,0,0,0,1
88,0,82.45,7,15,3,2,1,0,3,0
63,2,131.75,7,26,3,5,0,0,4,1
15,1,120.18,6,1,4,4,0,0,0,1
10,0,89.59,12,3,4,3,2,0,0,1
42,2,147.9,8,27,4,4,2,0,3,1
1,1,67.0,8,30,2,2,0,0,0,1
35,1,85.0,10,28,3,2,1,0,0,1
112,1,58.0,3,25,3,2,2,0,0,1
159,1,132.96,7,22,4,5,2,1,0,0
238,1,106.2,9,13,4,3,0,0,0,0
141,1,111.68,7,3,4,5,2,0,0,1
12,1,103.84,10,31,4,2,2,0,3,1
16,1,118.8,12,4,4,0,2,0,0,1
47,2,95.48,10,15,4,3,2,0,3,1
32,1,96.33,8,20,4,1,0,3,0,1
230,1,82.95,12,12,4,3,1,0,0,1
82,1,112.1,8,14,4,2,2,0,0,1
4,1,183.5,8,5,4,1,0,0,3,1
216,2,128.7,8,27,4,1,2,0,3,0
117,0,96.05,4,6,4,4,1,0,3,1
2,1,249.0,9,2,4,1,0,0,5,1
16,1,121.0,8,1,4,0,1,0,0,1
89,0,183.3,7,21,4,3,0,0,5,0
10,2,120.0,10,26,4,1,0,3,0,1
31,2,149.4,9,9,4,2,2,0,3,1
34,1,99.3,1,22,4,2,1,0,0,1
6,1,88.51,4,21,4,3,0,0,0,1
4,0,95.0,9,13,3,3,0,0,0,1
4,0,72.1,2,19,3,1,0,0,0,1
0,0,0.0,12,31,1,1,0,0,0,1
179,0,85.5,8,26,4,2,1,3,0,0
1,2,209.1,6,29,4,3,0,0,6,1
55,1,108.0,9,2,4,2,1,3,0,0
37,1,108.9,6,9,4,1,0,0,0,1
14,2,127.0,3,17,4,3,0,0,0,1
14,1,81.0,12,11,4,2,0,0,0,1
24,2,145.4,4,17,4,3,2,0,3,1
2,1,133.6,2,8,4,4,1,0,3,1
51,1,149.4,9,18,4,3,2,0,3,1
138,1,109.8,6,29,4,3,0,0,3,0
55,1,83.3,2,26,4,2,1,0,0,1
8,0,130.0,5,17,2,3,0,0,0,1
31,2,114.84,4,18,4,4,1,0,3,1
96,0,135.9,9,26,4,2,1,0,0,0
2,1,127.33,8,17,4,2,1,0,0,1
1,0,72.67,12,29,4,2,0,3,0,1
85,0,73.95,3,17,4,3,2,0,0,1
0,0,94.0,2,24,4,1,0,3,0,1
2,1,122.0,6,26,4,0,2,3,0,1
0,0,130.0,6,10,4,1,0,0,0,1
93,0,73.74,4,4,4,3,1,0,1,1
3,1,0.0,7,30,1,1,1,0,4,1
38,0,90.2,3,23,4,2,0,3,0,1
7,2,107.03,8,31,4,1,0,0,0,1
18,1,89.0,4,8,4,1,0,3,0,1
78,2,128.7,4,11,4,2,1,0,3,1
15,1,130.9,11,8,4,3,0,3,0,1
0,0,140.0,10,30,4,0,1,3,0,1
43,0,96.3,4,21,3,2,0,0,3,1
60,0,74.8,11,21,4,3,1,0,0,0
38,1,121.95,4,25,4,3,1,0,0,1
0,1,0.0,1,7,1,1,0,0,0,1
130,2,82.59,4,16,4,3,2,0,0,1
90,0,150.3,8,16,4,11,4,0,3,0
1,2,106.0,8,25,4,1,0,0,0,1
56,0,185.0,9,25,3,2,1,0,0,1
85,1,99.9,7,25,4,1,1,0,0,1
30,0,68.71,11,12,4,2,2,0,0,0
5,0,67.0,5,24,2,1,0,0,0,1
28,3,96.9,11,13,4,4,2,0,3,1
0,0,79.0,7,5,2,1,0,0,0,1
7,1,134.0,10,26,3,3,1,0,3,1
34,1,174.0,12,8,4,3,0,0,5,1
36,2,123.84,9,25,4,3,2,0,0,1
171,1,90.95,6,28,4,4,0,0,0,1
63,0,99.0,9,3,4,1,0,3,0,0
12,1,91.0,2,18,4,3,1,0,0,1
28,1,74.8,12,4,4,3,2,3,0,1
66,0,85.38,3,13,4,5,2,0,0,0
119,0,82.45,7,4,3,5,3,0,3,1
238,1,94.07,9,1,4,4,2,0,0,1
5,0,69.1,2,8,4,3,1,3,0,1
113,1,190.8,10,8,4,2,2,0,5,0
6,1,109.0,3,9,4,4,0,0,3,1
213,1,127.5,8,26,3,2,1,0,5,0
155,0,112.0,7,14,3,3,0,0,0,0
48,2,195.3,9,6,4,5,1,0,5,1
6,0,75.0,7,8,3,2,1,0,0,1
2,1,129.0,5,13,4,1,0,3,0,1
9,1,89.0,1,12,4,4,0,0,0,1
54,0,123.3,9,2,4,2,1,0,3,0
151,2,167.45,7,1,4,7,2,0,5,0
72,1,76.5,7,6,4,6,3,0,0,0
129,1,114.3,8,6,4,1,0,0,0,1
35,1,84.35,2,19,4,2,2,3,0,1
110,1,113.76,7,19,4,4,0,0,3,1
88,0,58.0,3,12,3,1,1,0,0,1
29,1,102.8,4,16,4,3,2,0,0,1
79,1,132.6,6,7,4,5,0,0,3,1
49,0,74.8,11,19,4,5,2,3,0,0
87,2,137.7,7,17,4,0,1,0,3,1
281,2,79.62,12,26,4,5,1,0,0,0
19,1,53.5,3,27,3,1,2,1,0,1
18,0,141.56,6,7,4,7,2,0,3,0
133,1,95.2,6,28,4,8,2,0,0,1
87,1,51.97,3,11,4,2,1,3,0,1
44,2,74.8,11,1,4,4,0,3,0,1
35,0,38.67,3,9,3,3,0,0,0,1
1,2,159.0,5,2,4,0,1,0,0,1
18,1,65.0,6,20,2,0,1,0,0,1
26,1,126.0,4,13,4,1,0,0,3,1
11,2,141.95,6,1,4,2,0,0,3,1
117,1,109.65,6,2,4,3,1,3,0,1
46,0,107.1,6,28,4,2,0,3,0,0
191,0,101.75,7,25,4,4,1,0,0,0
144,3,126.9,9,12,4,3,1,0,0,1
104,2,159.3,5,14,4,1,2,0,3,1
42,1,97.63,3,20,4,2,2,0,0,1
88,1,165.75,11,6,4,2,2,0,0,0
1,0,198.0,9,22,3,3,1,0,3,1
81,0,119.85,5,14,4,2,2,0,0,0
33,2,138.0,10,25,4,5,0,0,0,1
18,3,124.25,8,28,4,2,2,0,0,1
35,0,53.72,3,11,4,2,0,3,0,1
7,2,55.0,3,2,3,2,0,0,0,1
13,0,221.0,5,4,4,3,0,0,5,0
39,2,177.0,4,29,4,2,0,0,3,1
196,1,97.75,8,24,4,4,1,0,0,1
253,2,73.95,12,13,4,5,1,0,0,1
59,0,99.85,4,27,4,4,0,3,0,0
275,2,118.2,9,23,4,2,1,0,0,0
6,1,70.07,2,13,4,1,0,0,0,1
9,0,103.05,9,2,4,4,0,0,0,1
47,1,63.75,12,20,4,2,2,3,0,1
37,0,60.0,11,1,3,1,2,0,3,1
23,0,230.0,3,22,4,3,0,0,5,0
3,1,130.0,2,6,4,1,0,0,3,1
26,0,165.0,10,27,4,2,0,0,0,1
14,2,104.0,12,18,4,0,1,0,0,1
128,0,119.7,8,8,4,4,1,0,0,0
4,3,108.67,11,19,4,1,2,0,0,1
1,0,120.0,6,2,4,1,0,0,0,1
21,1,93.0,3,10,4,2,0,0,0,1
17,1,97.0,3,19,4,1,0,3,0,1
46,2,90.09,9,11,3,4,2,0,0,1
6,0,75.0,12,27,2,0,2,0,0,1
2,0,94.0,10,30,0,1,2,0,3,1
64,1,126.0,11,1,4,4,0,0,3,1
1,0,71.2,1,27,4,2,0,0,0,1
136,1,145.3,8,12,4,2,0,0,3,1
134,1,114.3,8,10,4,2,0,0,0,1
14,0,65.0,11,29,2,1,0,0,0,1
49,1,112.2,4,10,4,2,2,0,3,1
15,1,90.33,12,10,4,1,2,3,0,1
151,0,198.59,8,19,4,3,2,0,1,0
102,0,40.67,1,3,3,1,2,0,0,1
132,1,105.37,7,22,4,4,2,0,0,1
8,1,151.0,7,13,4,3,0,0,0,0
133,1,72.25,12,28,4,3,1,0,0,0
70,2,102.1,5,25,4,4,0,0,3,1
27,0,135.87,5,20,4,4,2,0,3,0
167,1,119.7,8,21,4,0,2,0,0,0
75,1,80.75,6,20,3,3,1,0,0,1
0,1,145.0,9,15,2,1,0,0,0,1
44,1,80.74,3,11,4,2,2,0,0,1
23,0,118.0,9,8,4,1,0,3,0,0
0,1,114.0,8,20,4,1,0,0,0,1
92,1,135.9,6,16,4,3,0,0,0,1
4,0,156.0,4,6,4,1,0,0,3,0
7,1,90.0,8,12,4,4,1,0,0,0
20,2,211.0,6,8,4,4,0,0,5,1
104,0,80.75,5,5,3,3,2,0,0,1
125,3,105.3,8,20,4,2,2,0,0,1
5,0,67.0,9,28,2,1,0,0,0,1
1,1,62.91,2,5,4,2,2,0,0,1
50,0,145.69,11,9,4,2,0,3,0,0
29,0,94.5,9,15,4,2,0,0,0,1
139,1,130.5,8,9,4,5,0,0,0,1
30,0,127.15,10,28,3,1,0,0,3,1
64,1,79.2,11,20,4,1,2,3,0,1
24,1,46.67,2,11,3,3,0,0,3,1
88,1,82.45,3,30,4,5,2,0,0,1
58,0,131.4,6,28,4,5,1,0,3,0
63,0,177.3,7,19,4,2,0,0,5,0
111,2,118.8,9,11,4,2,2,3,0,0
0,2,0.0,8,13,4,0,0,0,0,1
24,0,60.56,12,5,2,3,2,0,0,1
5,2,80.0,1,30,4,1,0,0,0,1
68,0,80.3,2,26,4,2,1,0,0,1
54,0,85.0,6,11,3,1,2,3,0,1
6,0,98.0,5,18,2,1,0,0,0,1
10,1,77.6,1,16,3,1,0,0,0,1
184,2,105.3,8,9,4,3,0,0,0,0
0,1,84.14,4,28,4,3,0,0,3,1
25,0,87.33,12,27,3,5,1,0,0,1
21,0,75.0,10,12,3,2,1,0,3,1
55,1,78.3,3,16,4,2,0,0,0,1
9,2,85.6,12,5,4,1,2,0,0,1
38,1,77.86,12,2,4,2,2,0,1,1
151,2,162.0,9,23,4,2,2,0,3,0
230,0,111.0,9,6,3,5,0,0,0,0
9,2,190.5,9,24,4,3,1,0,0,1
66,1,69.3,7,18,4,0,1,3,0,1
169,0,80.75,9,9,3,2,0,0,0,1
18,3,139.0,10,10,4,0,1,0,0,1
242,0,150.45,10,7,4,3,2,0,3,0
7,0,85.0,2,15,4,1,1,0,0,1
2,0,145.0,10,10,4,1,1,0,0,1
13,0,95.0,4,11,4,0,1,0,0,0
135,1,99.9,5,6,4,2,0,0,0,1
109,2,77.86,12,16,4,3,2,0,1,1
5,0,110.0,10,11,0,2,0,0,3,1
81,2,135.15,5,9,4,4,1,0,0,0
29,2,163.46,4,18,4,3,1,1,0,1
172,2,140.7,7,22,4,2,1,0,3,0
0,1,65.0,7,12,2,1,0,0,0,1
61,0,121.5,7,23,4,1,1,0,0,0
19,1,68.26,11,20,4,5,2,0,0,1
11,3,138.71,10,23,4,5,2,0,3,1
34,0,81.0,6,19,3,1,2,0,0,0
29,2,88.4,11,29,4,5,0,0,0,1
0,2,129.0,6,18,4,1,0,3,0,1
95,0,75.1,3,23,4,3,0,3,0,1
181,0,85.5,8,27,4,1,2,3,0,0
68,0,60.0,12,2,3,4,0,0,3,1
75,2,79.2,11,2,4,4,1,3,0,1
87,0,126.9,5,22,4,1,2,0,0,0
20,1,69.5,1,24,4,2,2,3,0,1
28,0,88.0,12,22,4,3,0,3,0,0
41,0,114.04,3,28,4,4,1,0,3,1
76,0,41.0,2,7,3,5,2,0,0,1
98,1,85.05,10,30,4,2,2,0,0,1
103,1,114.3,5,1,4,0,2,0,0,0
103,1,99.9,4,8,4,1,0,0,0,1
22,1,105.64,9,15,4,3,1,0,3,1
55,0,137.7,4,8,4,1,0,0,3,0
15,1,105.0,11,19,4,1,0,0,0,1
7,1,67.0,11,9,2,1,0,0,0,1
24,0,229.6,10,6,4,2,0,1,4,0
116,0,112.5,5,14,4,1,2,0,0,1
17,0,177.0,6,16,4,2,0,0,3,0
166,1,103.7,8,17,4,4,0,0,0,0
255,0,122.83,9,20,4,4,0,0,3,0
20,0,65.58,3,7,3,3,1,0,0,1
0,2,150.0,8,17,4,1,0,0,0,1
25,1,158.0,9,18,4,0,2,0,0,1
36,0,0.0,12,8,4,0,0,0,0,1
63,1,126.9,4,29,4,2,1,0,0,1
59,0,147.9,12,16,4,3,2,0,5,0
63,0,102.6,11,18,4,1,0,0,3,0
0,0,65.0,3,21,2,1,1,0,0,1
4,0,40.0,9,15,2,2,0,0,0,1
15,1,109.0,5,31,4,3,0,3,0,1
69,2,108.53,4,27,4,4,1,0,3,1
15,2,174.0,9,20,4,2,2,0,5,1
155,0,130.5,8,16,4,2,0,0,0,0
83,0,79.2,11,3,4,3,1,3,0,0
32,0,64.0,1,24,2,1,2,0,0,1
3,0,75.0,8,10,3,1,1,0,0,1
85,0,143.23,4,28,4,3,1,0,3,0
165,2,123.3,10,28,4,2,2,0,3,0
29,0,76.5,9,12,3,1,0,0,0,1
78,0,117.9,8,7,4,0,1,0,0,0
83,1,140.4,8,12,4,2,0,0,3,0
98,0,73.95,3,17,4,3,2,0,0,1
40,0,118.8,4,22,4,2,0,0,3,0
0,2,45.0,4,28,3,1,0,0,0,1
31,0,103.5,4,15,4,2,0,3,0,0
13,0,120.0,4,2,4,2,2,0,0,0
6,0,63.0,2,15,3,2,1,0,0,1
38,0,149.68,5,6,4,3,2,1,0,0
7,1,67.0,8,23,2,3,0,0,0,1
163,0,84.15,8,23,4,5,0,3,0,0
6,1,118.0,3,14,4,4,1,0,0,1
152,0,96.3,8,25,4,3,2,0,0,0
0,2,108.88,12,7,4,4,0,0,3,1
42,1,126.0,10,10,4,0,1,0,0,0
22,0,43.5,12,8,3,4,0,0,0,1
84,0,71.28,11,20,4,0,2,3,0,0
62,0,68.72,9,20,4,3,2,0,0,1
116,0,86.36,8,6,3,1,2,0,0,0
41,1,108.45,6,19,4,2,2,0,0,1
93,0,92.65,12,10,3,1,1,0,0,1
132,0,114.75,7,14,4,4,2,0,0,0
9,0,137.0,8,26,4,2,0,3,0,1
88,1,156.6,11,26,4,1,0,0,5,0
111,1,129.65,6,17,4,2,2,0,0,1
35,0,69.53,2,15,4,1,1,0,1,1
212,0,84.31,5,30,4,3,1,0,0,0
64,3,98.1,9,1,4,5,2,0,0,1
20,2,104.0,11,24,4,3,0,0,0,1
137,1,90.0,11,15,4,2,0,0,0,0
0,0,65.0,5,30,2,0,1,0,0,1
21,1,99.33,10,3,4,2,1,3,0,1
3,0,146.0,4,15,4,2,0,0,3,0
76,0,51.09,2,11,4,3,1,3,0,1
34,1,82.23,9,25,4,1,2,3,0,1
10,2,80.0,8,21,4,2,1,0,0,1
89,1,76.5,7,9,4,3,0,0,0,0
1,1,89.0,4,7,4,1,0,3,0,1
103,0,76.5,4,21,4,1,0,3,0,0
121,1,125.55,8,15,4,3,1,0,3,1
0,1,89.0,10,19,4,1,1,0,3,1
73,0,38.67,11,26,3,3,0,0,0,1
92,1,81.9,4,4,4,1,1,0,0,0
23,1,91.0,2,13,4,1,0,0,0,1
1,0,105.0,8,10,4,3,1,0,0,1
159,0,114.3,8,8,4,2,1,0,0,0
19,1,139.13,9,23,4,2,0,0,0,1
0,0,75.0,11,30,4,0,1,0,0,1
0,1,113.0,6,22,4,2,0,3,0,1
25,0,70.0,12,14,3,0,1,0,0,1
232,1,104.13,8,29,4,10,4,0,3,0
33,0,149.4,8,26,4,1,0,0,3,0
3,0,75.0,5,2,2,0,1,0,0,1
1,0,90.0,12,16,4,1,0,0,0,1
98,0,167.45,4,23,4,4,2,0,5,0
194,0,102.85,9,1,4,3,1,0,0,0
10,0,134.0,8,21,4,0,1,0,0,0
4,1,87.01,3,18,4,2,0,3,0,1
19,0,108.67,12,8,4,3,0,0,0,1
4,0,75.0,8,11,2,2,0,0,0,1
36,0,139.14,9,24,4,3,2,0,3,0
7,0,119.0,6,4,4,1,1,3,0,1
1,1,149.0,9,3,4,1,0,3,0,1
115,0,61.0,2,27,3,2,2,0,0,0
25,0,123.0,5,30,4,2,1,0,0,0
81,2,123.0,10,21,4,4,2,0,3,0
146,0,186.3,8,11,4,2,0,0,5,1
41,0,139.5,2,22,4,4,1,0,1,1
133,1,186.3,8,8,4,1,1,0,5,1
156,0,121.5,7,25,4,2,1,0,0,0
53,0,116.1,5,31,4,2,0,3,0,0
39,2,74.8,12,27,4,1,0,3,0,1
85,1,106.54,7,26,4,3,0,0,1,1
4,1,101.0,4,7,4,2,0,0,0,1
0,0,180.0,9,25,4,1,0,0,3,1
2,1,198.28,10,19,4,3,0,0,5,1
0,1,136.0,10,15,4,2,0,0,3,1
55,0,60.0,11,22,3,1,2,0,3,1
41,2,93.93,11,12,4,2,2,0,0,1
251,1,96.3,9,3,4,1,0,0,0,0
0,0,168.3,5,19,4,1,0,3,0,1
7,0,77.25,12,20,4,0,1,0,1,1
249,0,184.65,12,27,3,5,0,0,0,1
89,1,63.49,4,7,4,3,1,0,0,1
147,1,99.45,5,22,4,2,2,0,0,1
5,1,125.0,4,21,4,3,2,0,0,1
164,0,82.28,10,4,3,5,2,0,0,1
7,1,100.1,10,28,4,2,2,3,0,1
24,0,80.0,11,13,3,1,2,0,0,1
52,0,78.3,3,5,4,1,0,0,0,0
1,2,95.0,11,17,4,3,0,3,0,1
37,1,121.5,4,29,4,2,1,0,0,1
54,2,123.3,10,25,4,1,0,0,0,1
0,0,72.8,1,14,4,1,0,0,0,1
60,0,75.48,6,21,3,3,0,0,0,1
37,0,96.3,6,17,3,2,0,0,3,1
0,1,230.0,8,17,4,1,0,0,5,1
73,1,84.3,3,17,4,3,0,0,0,0
196,0,121.98,9,3,4,6,2,0,3,0
73,0,105.9,4,28,4,3,0,3,0,1
10,1,83.0,11,6,4,2,0,3,0,1
11,1,62.37,12,13,4,1,2,0,0,1
10,2,153.0,8,21,4,2,1,0,5,1
161,1,63.42,6,28,4,7,2,0,0,1
10,0,83.58,1,2,4,1,2,0,1,1
50,0,65.67,12,31,3,3,0,0,0,1
111,1,140.4,5,21,4,1,1,0,3,0
171,0,126.9,9,16,4,2,1,0,0,0
75,2,128.7,4,7,4,3,0,0,0,1
166,0,81.25,7,30,3,1,2,0,0,1
2,1,136.85,5,24,4,2,0,0,0,1
149,0,85.5,8,28,4,0,2,3,0,0
145,1,116.45,7,30,4,2,2,0,3,1
10,0,92.0,2,2,4,2,0,0,0,1
126,0,89.24,9,6,3,2,0,0,0,1
120,0,104.4,10,31,4,0,1,0,3,1
56,0,123.84,10,5,4,4,0,0,4,1
141,0,135.45,8,22,4,3,1,0,3,1
156,1,116.82,6,5,4,4,2,0,3,0
14,2,152.0,11,11,4,1,0,0,0,1
76,1,153.72,11,6,4,3,2,3,0,1
39,1,94.5,6,21,4,3,0,0,0,1
127,0,81.25,7,29,3,2,1,0,0,1
2,1,65.0,12,17,2,1,2,0,0,1
72,1,146.7,7,27,4,2,0,0,3,1
1,0,85.0,2,15,4,1,1,0,0,1
186,0,68.55,4,24,4,3,2,0,0,0
85,0,129.73,9,29,2,2,0,0,0,1
127,1,81.96,6,29,4,5,2,3,0,1
62,2,93.6,11,22,4,3,0,0,0,1
14,1,80.0,8,18,4,2,0,3,0,1
18,0,90.0,6,21,2,3,0,0,0,1
53,0,159.3,5,27,4,2,1,0,3,0
98,1,141.6,5,4,4,4,1,0,3,1
29,2,109.0,5,29,4,0,1,3,0,1
119,1,71.0,4,4,3,3,1,0,0,1
64,1,93.6,11,22,4,3,0,0,0,0
111,1,99.45,6,26,4,2,2,0,0,1
6,0,88.0,4,11,3,1,1,0,0,1
96,0,131.4,8,26,4,2,0,0,3,0
0,1,79.0,11,12,4,1,0,0,0,1
20,0,76.0,1,10,2,0,1,0,0,1
2,0,139.0,6,28,4,1,0,0,0,0
63,0,68.85,7,8,4,8,2,3,0,0
12,2,0.0,8,17,1,1,0,0,0,1
21,0,130.9,5,29,4,2,2,0,3,0
33,0,85.0,3,14,3,2,1,0,0,0
172,1,108.3,7,22,4,2,1,0,0,0
101,0,142.3,7,21,4,3,0,0,3,0
110,3,143.1,6,3,4,1,0,0,0,1
62,1,139.5,10,29,4,1,0,3,5,1
34,2,117.0,9,25,4,1,2,0,0,1
28,2,135.0,11,10,4,3,0,3,0,1
1,0,81.0,2,20,4,1,0,3,0,1
128,2,146.7,8,11,4,3,0,0,3,1
56,1,56.83,3,15,4,3,0,0,0,1
193,0,130.05,8,7,4,5,2,0,3,0
39,0,127.39,5,13,4,2,1,0,1,1
185,0,95.4,11,15,4,3,0,0,3,0
58,2,90.68,10,31,4,3,1,3,0,1
98,3,93.6,12,5,4,1,1,0,0,1
1,0,96.0,10,21,2,1,0,0,0,1
18,2,157.0,12,30,4,2,0,0,3,1
14,3,138.05,8,13,4,1,1,0,1,1
34,0,117.0,9,26,4,0,1,0,0,1
257,2,65.29,10,4,4,3,2,0,0,1
46,2,135.9,8,14,4,1,2,0,0,1
220,0,104.55,12,21,4,4,1,0,3,1
28,1,87.0,1,4,3,3,1,0,0,1
60,1,88.61,3,17,4,3,1,0,0,1
52,0,60.0,11,12,3,3,2,0,3,1
27,0,94.35,6,12,4,0,2,0,0,0
78,2,114.9,12,27,4,3,0,0,3,1
1,0,89.0,4,13,4,1,0,3,0,0
40,0,72.76,9,19,4,1,2,0,0,1
2,2,129.0,6,7,4,1,0,3,0,1
203,0,58.14,8,3,4,4,0,3,0,0
66,1,108.11,5,14,4,1,2,0,3,1
1,1,135.0,12,31,4,1,0,0,0,1
110,2,205.38,8,21,4,5,2,0,6,0
0,1,65.0,8,1,2,0,1,0,0,1
104,0,76.5,4,15,4,2,2,3,0,0
31,0,140.4,5,10,4,5,2,0,3,1
7,1,90.0,8,24,4,2,1,0,0,1
45,0,126.0,10,3,4,2,1,0,0,0
11,0,141.0,5,7,4,1,0,0,0,0
0,0,67.0,9,13,2,2,0,0,0,1
60,0,128.85,5,16,4,2,1,0,0,1
79,2,126.0,12,9,4,2,1,0,3,1
40,0,175.0,10,21,4,2,0,0,3,0
1,1,0.0,10,13,1,1,0,0,0,1
1,0,67.0,3,30,2,3,0,0,0,1
